,trips_in_first_30_days,avg_rating_of_driver,surge_pct,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver,city_Astapor,city_King's Landing,city_Winterfell,phone_Android,phone_iPhone
186,0.024,1.0,0.048,False,1.0,0.011742047713717695,0.925,0,1,0,0,1
187,0.07200000000000001,0.825,0.075,True,0.8,0.014662027833001986,0.875,0,0,1,0,1
188,0.0,0.9750000000000001,0.0,False,0.5,0.047900099403578526,1.0,0,1,0,0,1
189,0.016,0.9750000000000001,1.0,True,1.0,0.10810139165009938,1.0,0,0,1,1,0
190,0.024,1.0,0.5,True,0.75,0.01621520874751491,1.0,0,0,1,0,1
191,0.0,0.925,0.5,False,0.667,0.018265407554671965,0.925,0,0,1,0,1
192,0.0,0.875,0.0,True,0.0,0.007144632206759443,1.0,0,0,1,0,1
193,0.016,1.0,0.0,False,0.5,0.06759443339960239,0.875,0,0,1,1,0
194,0.064,1.0,0.125,False,0.375,0.03485337972166998,1.0,0,1,0,0,1
195,0.008,1.0,0.0,True,1.0,0.006274850894632206,1.0,0,0,1,0,1
196,0.016,1.0,0.0,True,1.0,0.18557405566600396,1.0,0,0,1,0,1
197,0.048,0.9750000000000001,0.0,True,0.529,0.018700298210735582,0.875,0,0,1,0,1
198,0.008,1.0,0.0,False,0.25,0.06672465208747515,0.95,0,0,1,0,1
199,0.008,0.8999999999999999,0.231,True,0.6920000000000001,0.06455019880715705,0.9750000000000001,0,0,1,0,1
200,0.0,1.0,0.0,True,0.0,0.03292743538767395,1.0,0,1,0,1,0
201,0.008,1.0,0.0,False,0.0,0.038643141153081505,1.0,1,0,0,1,0
202,0.008,0.9750000000000001,0.0,True,1.0,0.005964214711729621,1.0,0,1,0,0,1
203,0.008,0.5,0.0,False,1.0,0.0713220675944334,1.0,0,0,1,1,0
204,0.024,1.0,0.0,False,1.0,0.012363320079522861,0.575,0,0,1,1,0
205,0.136,0.8999999999999999,0.155,True,0.655,0.014662027833001986,0.925,1,0,0,0,1
206,0.016,1.0,0.2,True,0.0,0.01963220675944334,1.0,0,0,1,1,0
207,0.008,1.0,0.0,False,1.0,0.07877733598409542,1.0,0,0,1,0,1
208,0.224,0.8999999999999999,0.0,False,0.596,0.01341948310139165,0.8999999999999999,0,0,1,1,0
209,0.032,0.8,0.071,False,0.5,0.01478628230616302,0.8999999999999999,0,0,1,1,0
210,0.008,1.0,0.167,False,0.167,0.02603131212723658,0.95,0,0,1,0,1
211,0.192,0.9750000000000001,0.3,True,0.938,0.008697813121272364,0.925,1,0,0,0,1
212,0.016,1.0,0.0,False,1.0,0.027708747514910533,1.0,0,1,0,0,1
213,0.032,0.9750000000000001,0.154,False,0.385,0.019507952286282305,0.875,0,1,0,0,1
214,0.008,0.75,0.0,False,1.0,0.014289264413518885,1.0,0,0,1,0,1
215,0.024,0.875,0.0,True,0.667,0.031747017892644135,1.0,1,0,0,0,1
216,0.008,0.0,0.0,False,1.0,0.08536282306163022,0.75,0,0,1,0,1
217,0.0,1.0,0.2,True,0.8,0.07275099403578529,0.95,1,0,0,0,1
218,0.0,1.0,1.0,False,1.0,0.09834741550695825,1.0,1,0,0,0,1
219,0.0,0.625,0.33299999999999996,False,0.667,0.03920228628230616,0.825,1,0,0,1,0
220,0.008,1.0,0.0,True,1.0,0.025782803180914513,1.0,1,0,0,0,1
221,0.024,1.0,0.5,True,0.0,0.02099900596421471,0.95,1,0,0,0,1
222,0.008,0.8,0.0,True,0.875,0.07051441351888667,1.0,0,0,1,1,0
223,0.0,1.0,0.0,False,1.0,0.0,1.0,0,0,1,0,1
224,0.008,0.9750000000000001,0.0,False,0.0,0.050882206759443334,1.0,1,0,0,0,1
225,0.016,0.5,0.5,True,0.0,0.009940357852882704,1.0,0,1,0,1,0
226,0.024,0.825,0.083,False,0.667,0.009753976143141153,0.925,0,0,1,0,1
227,0.0,0.9750000000000001,0.0,False,1.0,0.019942842942345922,1.0,1,0,0,1,0
228,0.016,1.0,0.0,True,0.28600000000000003,0.050447316103379714,1.0,1,0,0,1,0
229,0.0,0.95,0.192,True,0.731,0.012487574552683895,0.875,0,0,1,0,1
230,0.152,0.9750000000000001,0.125,False,0.65,0.021558151093439365,0.95,0,1,0,0,1
231,0.0,1.0,0.0,True,1.0,0.07306163021868786,1.0,0,0,1,1,0
232,0.0,0.875,0.0,False,0.8,0.041128230616302185,0.95,1,0,0,0,1
233,0.0,0.5,0.0,True,0.33299999999999996,0.02099900596421471,0.675,0,0,1,0,1
234,0.0,1.0,0.0,False,1.0,0.024478131212723655,1.0,1,0,0,0,1
235,0.016,0.875,0.0,False,0.0,0.006958250497017893,1.0,0,0,1,1,0
236,0.016,0.75,0.0,True,1.0,0.020626242544731607,1.0,0,1,0,1,0
237,0.048,0.8999999999999999,0.037000000000000005,True,0.63,0.050136679920477135,0.95,0,0,1,0,1
238,0.008,1.0,0.0,False,0.0,0.01776838966202783,1.0,0,1,0,0,1
239,0.0,0.825,0.25,False,0.25,0.02845427435387674,1.0,1,0,0,0,1
240,0.14400000000000002,0.7749999999999999,0.013000000000000001,True,0.316,0.031063618290258447,0.8999999999999999,0,0,1,0,1
241,0.088,1.0,0.0,True,0.7140000000000001,0.037835487077534785,0.95,1,0,0,0,1
242,0.0,1.0,0.0,True,1.0,0.027708747514910533,0.95,1,0,0,0,1
243,0.048,0.95,0.2,False,0.4,0.024788767395626243,0.9750000000000001,0,0,1,0,1
244,0.056,0.95,0.0,False,0.7690000000000001,0.050260934393638164,0.9750000000000001,1,0,0,0,1
245,0.0,0.6,0.067,True,0.733,0.009878230616302185,0.8500000000000001,0,0,1,0,1
246,0.016,0.725,0.25,False,0.7140000000000001,0.01615308151093439,0.95,1,0,0,0,1
247,0.024,1.0,0.0,False,0.625,0.04696819085487078,0.9750000000000001,1,0,0,1,0
248,0.008,1.0,0.0,True,1.0,0.006709741550695825,1.0,1,0,0,0,1
249,0.008,0.9750000000000001,0.0,True,1.0,0.08685387673956262,1.0,0,0,1,1,0
250,0.016,0.875,0.0,False,0.5,0.03305168986083499,0.875,0,0,1,0,1
251,0.07200000000000001,0.925,0.028999999999999998,True,0.514,0.01665009940357853,0.925,1,0,0,0,1
252,0.032,1.0,0.0,True,1.0,0.009629721669980119,1.0,1,0,0,0,1
253,0.024,0.825,0.0,False,1.0,0.014351391650099403,0.9750000000000001,1,0,0,0,1
254,0.0,0.75,0.0,False,1.0,0.10822564612326044,1.0,0,1,0,0,1
255,0.008,0.9750000000000001,0.0,True,0.5,0.09753976143141152,1.0,0,0,1,0,1
256,0.0,0.5,1.0,False,0.0,0.02503727634194831,1.0,1,0,0,0,1
257,0.0,0.75,0.091,True,0.182,0.018389662027833,0.8999999999999999,1,0,0,0,1
258,0.008,1.0,0.0,False,1.0,0.05405069582504969,1.0,0,0,1,1,0
259,0.016,1.0,0.0,True,0.667,0.038891650099403575,1.0,1,0,0,0,1
260,0.008,0.9750000000000001,0.2,True,1.0,0.014040755467196816,1.0,0,1,0,0,1
261,0.008,0.9750000000000001,0.14300000000000002,True,0.643,0.018886679920477135,0.9750000000000001,1,0,0,1,0
262,0.0,0.75,0.0,True,0.667,0.09288021868787275,1.0,0,1,0,0,1
263,0.008,0.8,0.0,False,1.0,0.008697813121272364,0.875,0,0,1,0,1
264,0.0,0.875,0.0,False,1.0,0.05833747514910537,0.95,0,0,1,1,0
265,0.024,0.8999999999999999,0.071,True,1.0,0.015656063618290257,1.0,0,1,0,1,0
266,0.0,1.0,0.0,False,0.6,0.21893638170974156,1.0,0,1,0,0,1
267,0.0,0.9750000000000001,0.0,False,1.0,0.084617296222664,1.0,0,0,1,1,0
268,0.024,1.0,0.0,True,0.0,0.018079025844930416,1.0,1,0,0,1,0
269,0.04,0.95,0.147,True,0.706,0.03715208747514911,0.825,0,0,1,0,1
270,0.0,0.75,0.0,True,1.0,0.062127236580516894,0.675,0,0,1,0,1
271,0.04,1.0,0.111,False,0.611,0.018824552683896618,0.95,0,1,0,0,1
272,0.008,0.925,0.0,False,0.5,0.03292743538767395,0.925,1,0,0,0,1
273,0.08,0.8999999999999999,0.0,True,0.467,0.04758946322067594,0.8,0,0,1,0,1
274,0.048,0.475,0.071,True,0.8570000000000001,0.03559890656063618,0.9750000000000001,0,0,1,0,1
275,0.0,0.75,0.0,False,1.0,0.04230864811133201,1.0,0,0,1,0,1
276,0.016,0.75,0.0,False,1.0,0.02323558648111332,1.0,0,0,1,1,0
277,0.016,1.0,0.0,True,1.0,0.05833747514910537,0.875,0,0,1,0,1
278,0.008,1.0,0.0,True,1.0,0.14798707753479123,1.0,0,1,0,0,1
279,0.096,1.0,0.0,True,0.923,0.037462723658051686,0.925,0,1,0,0,1
280,0.024,1.0,0.0,False,0.667,0.017084990059642147,1.0,1,0,0,1,0
281,0.024,0.875,0.0,True,0.667,0.012301192842942345,1.0,0,0,1,1,0
282,0.0,1.0,1.0,False,1.0,0.011679920477137175,0.0,0,0,1,0,1
283,0.04,0.8,0.0,False,0.2,0.015159045725646123,0.7,1,0,0,0,1
284,0.008,1.0,0.0,False,1.0,0.029137673956262426,1.0,1,0,0,0,1
285,0.0,0.925,0.0,False,0.25,0.02503727634194831,1.0,0,1,0,0,1
286,0.016,1.0,0.0,False,1.0,0.051006461232604376,0.5,0,0,1,1,0
287,0.0,1.0,0.0,False,0.0,0.00559145129224652,0.75,0,0,1,0,1
288,0.008,1.0,0.0,False,0.0,0.08635685884691849,1.0,1,0,0,0,1
289,0.0,0.9750000000000001,0.0,False,1.0,0.018576043737574554,1.0,0,1,0,1,0
290,0.0,0.925,0.0,True,0.8570000000000001,0.014102882703777336,0.825,1,0,0,0,1
291,0.0,0.75,0.0,False,1.0,0.023670477137176935,1.0,0,0,1,0,1
292,0.008,1.0,0.0,False,0.0,0.08822067594433398,1.0,0,1,0,1,0
293,0.0,0.925,0.25,False,0.75,0.013233101391650098,0.95,1,0,0,0,1
294,0.008,1.0,0.0,False,0.667,0.03535039761431411,1.0,0,0,1,1,0
295,0.0,1.0,0.0,False,1.0,0.0889662027833002,1.0,1,0,0,0,1
296,0.008,0.75,0.0,True,1.0,0.031312127236580514,1.0,0,0,1,0,1
297,0.064,0.95,0.0,True,1.0,0.03429423459244532,1.0,0,0,1,0,1
298,0.008,1.0,0.0,False,1.0,0.05634940357852882,1.0,1,0,0,1,0
299,0.024,0.8999999999999999,0.067,False,0.667,0.023608349900596418,1.0,0,0,1,0,1
300,0.008,0.9750000000000001,0.0,True,0.0,0.015718190854870775,1.0,0,0,1,0,1
